id,CH,CH_traditional,Pinyin,POS,EN,CH_Sentence,EN_Sentence,media
5755,派出所,派出所,pàichūsuǒ,noun,"police station, substation",他去<b>派出所</b>报了案。,He went to the <b>police station</b> to report the case.,
5756,抬,抬,tái,verb,"lift, raise, carry",请帮我把这张桌子<b>抬</b>起来。,Please help me <b>lift</b> this table.,
5757,流氓,流氓,liúmáng,noun,"hooligan, rogue",街上站着几个小<b>流氓</b>。,A few <b>hooligans</b> were standing on the street.,
5758,言语,言語,yányǔ,noun,"speech, words",他的<b>言语</b>中充满了感激。,His <b>words</b> were full of gratitude.,
5759,升值,升值,shēngzhí,verb,"appreciate, increase in value",人民币汇率正在不断<b>升值</b>。,The RMB exchange rate is constantly <b>appreciating</b>.,
5760,四川,四川,Sìchuān,noun,Sichuan Province,<b>四川</b>菜以麻辣著称。,<b>Sichuan</b> cuisine is famous for being spicy and numbing.,
5761,不及,不及,bùjí,verb,"inferior to, not as good as",我的口才远<b>不及</b>他。,My eloquence is far <b>inferior to</b> his.,
5762,加油,加油,jiāyóu,verb,"cheer on, refuel",观众们都在为运动员<b>加油</b>。,The audience is <b>cheering on</b> the athletes.,
5763,外型,外型,wàixíng,noun,"appearance, external form",这款手机的<b>外型</b>非常时尚。,The <b>appearance</b> of this phone is very stylish.,
5764,大气,大氣,dàqì,noun,"atmosphere, grand air",地球的<b>大气</b>层保护着我们。,The Earth's <b>atmosphere</b> protects us.,
5765,应该,應該,yīnggāi,verb,"should, ought to",你<b>应该</b>早点睡觉。,You <b>should</b> go to bed earlier.,
5766,聆听,聆聽,língtīng,verb,"listen, listen carefully",大家都静静地<b>聆听</b>他的演讲。,Everyone is <b>listening</b> quietly to his speech.,
5767,猛,猛,měng,adj,"fierce, violent, vigorous",突然刮起一阵<b>猛</b>风。,"Suddenly, a <b>fierce</b> wind began to blow.",
5768,素材,素材,sùcái,noun,"source material, medium",这部小说是根据真实<b>素材</b>编写的。,This novel was written based on real <b>source material</b>.,
5769,深思,深思,shēnsī,verb,"ponder, consider carefully",这个问题值得我们<b>深思</b>。,This problem is worth our <b>deep consideration</b>.,
5770,脖子,脖子,bózi,noun,neck,长颈鹿有长长的<b>脖子</b>。,Giraffes have long <b>necks</b>.,
5771,书包,書包,shūbāo,noun,"schoolbag, satchel",孩子背着重重的<b>书包</b>去上学。,The child goes to school carrying a heavy <b>schoolbag</b>.,
5772,捧,捧,pěng,verb,"hold with both hands, flatter",她手里<b>捧</b>着一束鲜花。,She is <b>holding</b> a bouquet of fresh flowers in her hands.,
5773,理所当然,理所當然,lǐsuǒdāngrán,idiom,"as a matter of course, naturally",辛勤工作获得回报是<b>理所当然</b>的。,It is <b>a matter of course</b> that hard work will be rewarded.,
5774,划分,劃分,huàfēn,verb,"divide, partition",这个城市被<b>划分</b>为五个区。,The city was <b>divided</b> into five districts.,
5775,通,通,tōng,adj,"unimpeded, unblocked, through",这条新修的高速公路现在已经全线打<b>通</b>了。,This newly built highway is now fully <b>unblocked</b> and open to traffic.,
5776,国际性,國際性,guójìxìng,adj,"international, internationality",这是一个<b>国际性</b>的大都市。,This is an <b>international</b> metropolis.,
5777,规律,規律,guīlù,noun,"law, regular pattern",自然界有其发展的<b>规律</b>。,Nature has its own <b>laws</b> of development.,
5778,速率,速率,sùlǜ,noun,"speed, rate",化学反应的<b>速率</b>受温度影响。,The <b>rate</b> of a chemical reaction is affected by temperature.,
5779,省籍,省籍,shěngjí,noun,"native province, ancestral home",在这张表上，你需要填写你的<b>省籍</b>。,"On this form, you need to fill in your <b>native province</b>.",
5780,稀饭,稀飯,xīfàn,noun,"congee, rice porridge",医生建议他在生病期间喝<b>稀饭</b>。,The doctor suggested he eat <b>congee</b> while he is sick.,
5781,阿里山,阿里山,Ālǐshān,noun,Alishan Mountain,<b>阿里山</b>的日出美得令人窒息。,The sunrise at <b>Alishan</b> is breathtakingly beautiful.,
5782,发音,發音,fāyīn,noun,"pronunciation, articulation",老师纠正了我的英语<b>发音</b>。,The teacher corrected my English <b>pronunciation</b>.,
5783,极度,極度,jídù,adv,"extremely, exceedingly",他对这份工作感到<b>极度</b>疲劳。,He feels <b>extremely</b> tired of this job.,
5784,照明,照明,zhàomíng,verb,"illuminate, light up",街道被路灯<b>照明</b>得如同白昼。,The street was <b>illuminated</b> by streetlights like it was daytime.,
5785,开放式,開放式,kāifàngshì,adj,"open-style, open",这所房子有一个<b>开放式</b>的厨房。,This house has an <b>open-style</b> kitchen.,
5786,禁忌,禁忌,jìnjì,noun,"taboo, prohibition",在某些文化中，讨论死亡是一个<b>禁忌</b>。,"In some cultures, discussing death is a <b>taboo</b>.",
5787,场景,場景,chángyǐng,noun,"scene, setting",电影中的这个<b>场景</b>非常感人。,This <b>scene</b> in the movie is very touching.,
5788,光碟机,光碟機,guāngdiéjī,noun,"CD drive, CD player",我的电脑<b>光碟机</b>坏了。,My computer's <b>CD drive</b> is broken.,
5789,吸引力,吸引力,xīyǐnlì,noun,"attraction, appeal",这座城市对年轻人很有<b>吸引力</b>。,This city has a lot of <b>attraction</b> for young people.,
5790,光芒,光芒,guāngmáng,noun,"rays of light, radiance",太阳散发出金色的<b>光芒</b>。,The sun radiates golden <b>rays of light</b>.,
5791,批判,批判,pīpàn,verb,"criticize, critique",他公开<b>批判</b>了这个错误的想法。,He publicly <b>criticized</b> this wrong idea.,
5792,光明,光明,guāngmíng,adj,"bright, promising",我们相信未来是<b>光明</b>的。,We believe the future is <b>bright</b>.,
5793,行走,行走,xíngzǒu,verb,"walk, go on foot",他在林间小路上缓慢地<b>行走</b>。,He is <b>walking</b> slowly on the forest path.,
5794,低廉,低廉,dīlián,adj,"cheap, low-priced",这里的商品价格非常<b>低廉</b>。,The price of goods here is very <b>low</b>.,
5795,改成,改成,gǎichéng,verb,"change into, turn into",这个旧工厂被<b>改成</b>了一个艺术中心。,This old factory was <b>turned into</b> an art center.,
5796,冷气,冷氣,lěngqì,noun,"air conditioning, cool air",夏天我家里总是开着<b>冷气</b>。,The <b>air conditioning</b> is always on in my house during summer.,
5797,冰箱,冰箱,bīngxiāng,noun,"refrigerator, fridge",请把剩下的菜放进<b>冰箱</b>里。,Please put the leftovers in the <b>refrigerator</b>.,
5798,兼具,兼具,jiānjù,verb,"have both, combine",这款手机<b>兼具</b>了美观与实用的功能。,This phone <b>combines</b> both beauty and practical functions.,
5799,多余,多餘,duōyú,adj,"redundant, unnecessary",所有的担忧最终都证明是<b>多余</b>的。,All the worries finally proved to be <b>unnecessary</b>.,
5800,致词,致詞,zhìcí,verb,"make a speech, deliver a message",校长受邀在开学典礼上<b>致词</b>。,The principal was invited to <b>make a speech</b> at the opening ceremony.,
5801,多多,多多,duōduō,adv,"much more, many",初次见面，请大家<b>多多</b>关照。,"Since it's our first meeting, please look after me <b>more</b>.",
5802,自私,自私,zìsī,adj,"selfish, self-centered",这种<b>自私</b>的行为损害了大家的利益。,This <b>selfish</b> behavior harmed everyone's interests.,
5803,亲近,親近,qīnjìn,verb,"be close to, intimate",孩子们很<b>亲近</b>他们的祖父母。,Children are very <b>close to</b> their grandparents.,
5804,保证,保證,bǎozhèng,verb,"guarantee, ensure",我<b>保证</b>会按时完成任务。,I <b>guarantee</b> that I will finish the task on time.,
5805,洽询,洽詢,qiàxún,verb,"inquire, consult",欲知详情，请致电<b>洽询</b>。,"For more details, please call to <b>inquire</b>.",
5806,保,保,bǎo,verb,"protect, maintain, guarantee",这种涂料能<b>保</b>墙面十年不褪色。,This coating can <b>maintain</b> the wall color for ten years without fading.,
5807,附,附,fù,verb,"attach, enclose, add",请看<b>附</b>在信后的说明。,Please see the instructions <b>attached</b> to the letter.,
5808,办事处,辦事處,bànshìchù,noun,"office, agency",我们在上海设立了一个新的<b>办事处</b>。,We established a new <b>office</b> in Shanghai.,
5809,封面,封面,fēngmiàn,noun,"front cover, binding",这本书的<b>封面</b>设计非常精美。,The <b>front cover</b> design of this book is very exquisite.,
5810,自称,自稱,zìchēng,verb,"call oneself, claim to be",他<b>自称</b>是这家公司的首席执行官。,He <b>calls himself</b> the CEO of this company.,
5811,小子,小子,xiǎozi,noun,"boy, fellow, kid",那个<b>小子</b>竟然敢在这儿捣乱。,That <b>fellow</b> actually dared to cause trouble here.,
5812,鉴于,鑑於,jiànyú,conj,"in view of, seeing that",<b>鉴于</b>天气恶劣，比赛推迟了。,"<b>In view of</b> the bad weather, the match was postponed.",
5813,瞪,瞪,dèng,verb,"stare at, glare",他生气地<b>瞪</b>了我一眼。,He gave me an angry <b>glare</b>.,
5814,驱动,驅動,qūdòng,verb,"drive, prompt, spur",利益是<b>驱动</b>他们合作的主要动力。,Profit is the main force <b>driving</b> their cooperation.,
5815,丛林,叢林,cónglín,noun,"jungle, forest",他们迷失在茂密的<b>丛林</b>中。,They got lost in the dense <b>jungle</b>.,
5816,显示出,顯示出,xiǎnshìchū,verb,"demonstrate, reveal, show",他的行为<b>显示出</b>极大的勇气。,His behavior <b>demonstrated</b> great courage.,
5817,卅,卅,sà,num,thirty,过了<b>卅</b>载春秋，故乡已大变样。,"After <b>thirty</b> years, my hometown has changed greatly.",
5818,方针,方針,fāngzhēn,noun,"policy, guiding principle",我们必须坚持既定的外交<b>方针</b>。,We must adhere to the established foreign <b>policy</b>.,
5819,考古学,考古學,kǎogǔxué,noun,archaeology,她在大学里主修<b>考古学</b>。,She is majoring in <b>archaeology</b> at the university.,
5820,上游,上游,shàngyóu,noun,"upper reaches, advanced position",这条河的<b>上游</b>水质非常清澈。,The water quality in the <b>upper reaches</b> of this river is very clear.,
5821,蟑螂,蟑螂,zhāngláng,noun,cockroach,厨房里有一只<b>蟑螂</b>在爬。,There is a <b>cockroach</b> crawling in the kitchen.,
5822,户籍,戶籍,hùjí,noun,"census register, household registration",请出示您的<b>户籍</b>证明。,Please show your <b>household registration</b> certificate.,
5823,公家,公家,gōngjia,noun,"public sector, state",这些设备属于<b>公家</b>，不能私自挪用。,These devices belong to the <b>public sector</b> and cannot be used for private purposes.,
5824,废纸,廢紙,fèizhǐ,noun,"wastepaper, scrap paper",请把桌上的<b>废纸</b>收集起来回收。,Please collect the <b>wastepaper</b> on the table for recycling.,
5825,精华,精華,jīnghuá,noun,"essence, cream, best part",这本选集收录了该作家的作品<b>精华</b>。,This anthology contains the <b>essence</b> of the writer's work.,
5826,获利,獲利,huòlì,verb,"to profit, gain",投资者希望通过买卖股票<b>获利</b>。,Investors hope to <b>profit</b> through buying and selling stocks.,
5827,唢呐,嗩吶,suǒnà,noun,"suona, Chinese trumpet",他在婚礼上吹奏了欢快的<b>唢呐</b>。,He played a cheerful <b>suona</b> tune at the wedding.,
5828,增多,增多,zēngduō,verb,"to increase, grow in number",随着季节变化，降雨量明显<b>增多</b>。,"With the change of seasons, rainfall has clearly <b>increased</b>.",
5829,醒,醒,xǐng,verb,"to wake up, awaken",闹钟响了很久他才<b>醒</b>过来。,He didn't <b>wake up</b> until the alarm had been ringing for a long time.,
5830,说明会,說明會,shuōmínghuì,noun,"briefing, information session",公司将于明天下午举行产品<b>说明会</b>。,The company will hold a product <b>briefing</b> tomorrow afternoon.,
5831,莲花,蓮花,liánhuā,noun,"lotus, lotus flower",池塘里的<b>莲花</b>正散发着淡淡的清香。,The <b>lotus flowers</b> in the pond are emitting a faint fragrance.,
5832,下游,下游,xiàyóu,noun,"lower reaches, downstream",这家化工厂位于河流的<b>下游</b>。,This chemical plant is located in the <b>lower reaches</b> of the river.,
5833,剧情,劇情,jùqíng,noun,"plot, story line",这部电视剧的<b>剧情</b>非常扣人心弦。,The <b>plot</b> of this TV drama is very gripping.,
5834,回档,回檔,huídǎng,verb,"to pick up, rise again",股市在连日大跌之后终于有所<b>回档</b>。,The stock market finally <b>picked up</b> somewhat after days of heavy losses.,
5835,匹,匹,pǐ,measure,unit for horses or cloth,马场里有一<b>匹</b>非常高大的骏马。,There is a very tall <b>horse</b> in the stable.,
5836,一连,一連,yīlián,adv,"in a row, in succession",他<b>一连</b>几天都没有合眼。,He didn't close his eyes for several days <b>in a row</b>.,
5837,召集,召集,zhàojí,verb,"to convene, call together",村长<b>召集</b>村民商量修路的事宜。,The village chief <b>convened</b> the villagers to discuss the road construction.,
5838,正视,正視,zhèngshì,verb,"to face squarely, confront",我们必须<b>正视</b>并解决这些社会问题。,We must <b>face</b> these social problems <b>squarely</b> and solve them.,
5839,擦,擦,cā,verb,"to wipe, rub, polish",由于天冷，他不断地<b>擦</b>着双手。,"Because of the cold, he kept <b>rubbing</b> his hands together.",
5840,废除,廢除,fèichú,verb,"to abolish, repeal",该国决定正式<b>废除</b>过时的贸易法。,The country decided to formally <b>abolish</b> the outdated trade law.,
5841,蒋公,蔣公,jiǎnggōng,noun,Chiang Kai-shek,许多老兵依然非常怀念<b>蒋公</b>。,Many veterans still dearly remember <b>Chiang Kai-shek</b>.,
5842,环保署,環保署,huánbǎoshǔ,noun,Environmental Protection Administration,<b>环保署</b>负责监督全国的空气质量。,The <b>Environmental Protection Administration</b> is responsible for monitoring the nation's air quality.,
5843,实体,實體,shítǐ,noun,"entity, substance",这家公司在上海有一家<b>实体</b>店。,This company has a <b>physical</b> store in Shanghai.,
5844,写实,寫實,xiěshí,adj,"realistic, lifelike",这部电影的风格非常<b>写实</b>。,The style of this movie is very <b>realistic</b>.,
