id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
3978,recesja,NOUN,recesja,recesja,recession,Amerykańska gospodarka powoli wychodziła z głębokiej <b>recesji</b>.,The American economy was slowly recovering from a deep <b>recession</b>.,
3979,bezrobocie,NOUN,bezrobocie,bezrobocie,unemployment,W tamtym okresie inflacja i <b>bezrobocie</b> były rekordowo niskie.,"At that time, inflation and <b>unemployment</b> were at record lows.",
3980,stopa podatkowa,PHRASE,stopa podatkowa,stopa podatkowa,tax rate,<b>Stopy podatkowe</b> zazwyczaj rosną wraz z wysokością zarobków.,<b>Tax rates</b> usually increase along with the level of earnings.,
3981,zarobki,NOUN,zarobki,zarobki,"earnings, wages, income",<b>Zarobki</b> poniżej tej kwoty są opodatkowane niższą stawką.,<b>Earnings</b> below this amount are taxed at a lower rate.,
3982,podwyżka podatków,PHRASE,podwyżka podatków,podwyżka podatków,"tax increase, tax hike",Wszyscy mieszkańcy kraju odczują zapowiedzianą <b>podwyżkę podatków</b>.,All residents of the country will feel the announced <b>tax increase</b>.,
3983,cięcia budżetowe,PHRASE,cięcia budżetowe,cięcia budżetowe,budget cuts,Drastyczne <b>cięcia budżetowe</b> pomogły zredukować koszty operacyjne.,Drastic <b>budget cuts</b> helped reduce operating costs.,
3984,dług publiczny,PHRASE,dług publiczny,dług publiczny,"public debt, national debt",Inwestorów martwi ogromny <b>dług publiczny</b> tego państwa.,Investors are concerned about that country's huge <b>public debt</b>.,
3985,pożyczka ratunkowa,PHRASE,pożyczka ratunkowa,pożyczka ratunkowa,"emergency loan, bailout",Urugwaj otrzymał od funduszu międzynarodowego <b>pożyczkę ratunkową</b>.,Uruguay received an <b>emergency loan</b> from an international fund.,
3986,podnosić podatki,PHRASE,podnosić podatki,podnosić podatki,"raise taxes, increase taxes","Rząd obiecał wyborcom, że nie będzie <b>podnosić podatków</b>.",The government promised voters that it would not <b>raise taxes</b>.,
3987,konto,NOUN,konto,konto,account,Czy masz już <b>konto</b> w tym banku?,Do you already have an <b>account</b> at this bank?,
3988,bank,NOUN,bank,bank,bank,"Muszę iść do <b>banku</b>, aby otworzyć nowe konto.",I need to go to the <b>bank</b> to open a new account.,
3989,urzędnik bankowy,NOUN,urzędnik bankowy,urzędnik bankowy,"bank clerk, bank teller",<b>Urzędnik bankowy</b> pomógł mi wypełnić wniosek o kredyt.,The <b>bank clerk</b> helped me fill out the loan application.,
3990,wyciąg z konta,PHRASE,wyciąg z konta,wyciąg z konta,"bank statement, account statement",Raz w miesiącu otrzymuję <b>wyciąg z konta</b> pocztą.,Once a month I receive a <b>bank statement</b> by mail.,
3991,bankowość,NOUN,bankowość,bankowość,banking,<b>Bankowość</b> internetowa staje się coraz bardziej popularna.,Online <b>banking</b> is becoming increasingly popular.,
3992,czek na okaziciela,PHRASE,czek na okaziciela,czek na okaziciela,bearer cheque,Ten <b>czek na okaziciela</b> może zostać zrealizowany przez każdego.,This <b>bearer cheque</b> can be cashed by anyone.,
3993,filia,NOUN,filia,filia,"branch, subsidiary",Nasz bank otworzył nową <b>filię</b> w centrum miasta.,Our bank opened a new <b>branch</b> in the city center.,
3994,zrealizować czek,PHRASE,zrealizować czek,zrealizować czek,"cash a cheque, cash a check",Chciałbym <b>zrealizować czek</b> w tym okienku.,I would like to <b>cash a cheque</b> at this window.,
3995,gotówkowy,ADJ,gotówkowy,gotówkowy,"cash, monetary",Wolisz przelew czy obrót <b>gotówkowy</b>?,Do you prefer a transfer or a <b>cash</b> transaction?,
3996,bankomat,NOUN,bankomat,bankomat,"ATM, cashpoint, cash machine",Gdzie jest najbliższy <b>bankomat</b>?,Where is the nearest <b>ATM</b>?,
3997,czek,NOUN,czek,czek,"cheque, check",Zapłaciłem za zakupy wystawiając <b>czek</b>.,I paid for the shopping by writing a <b>cheque</b>.,
3998,kredyt konsumpcyjny,PHRASE,kredyt konsumpcyjny,kredyt konsumpcyjny,"consumer credit, consumer loan",<b>Kredyt konsumpcyjny</b> ma zazwyczaj wyższe oprocentowanie.,A <b>consumer credit</b> usually has a higher interest rate.,
3999,saldo kredytowe,PHRASE,saldo kredytowe,saldo kredytowe,credit balance,Moje <b>saldo kredytowe</b> na koniec miesiąca było dodatnie.,My <b>credit balance</b> at the end of the month was positive.,
4000,warunki kredytu,PHRASE,warunki kredytu,warunki kredytu,"credit terms, loan conditions",Musimy dokładnie przeanalizować <b>warunki kredytu</b>.,We need to carefully analyze the <b>credit terms</b>.,
4001,historia kredytowa,PHRASE,historia kredytowa,historia kredytowa,credit history,Dobra <b>historia kredytowa</b> ułatwia wzięcie pożyczki.,A good <b>credit history</b> makes it easier to take out a loan.,
4002,kredyt,NOUN,kredyt,kredyt,"credit, loan",Bank przyznał nam <b>kredyt</b> hipoteczny na dom.,The bank granted us a mortgage <b>loan</b> for a house.,
4003,ryzyko kredytowe,PHRASE,ryzyko kredytowe,ryzyko kredytowe,credit risk,Banki oceniają <b>ryzyko kredytowe</b> każdego klienta.,Banks assess the <b>credit risk</b> of every customer.,
4004,wierzyciel,NOUN,wierzyciel,wierzyciel,"creditor, lender",<b>Wierzyciel</b> zażądał natychmiastowej spłaty długu.,The <b>creditor</b> demanded immediate repayment of the debt.,
4005,karta debetowa,NOUN,karta debetowa,karta debetowa,debit card,Mogę zapłacić <b>kartą debetową</b>?,Can I pay with a <b>debit card</b>?,
4006,dług,NOUN,dług,dług,debt,Próbuję spłacić mój <b>dług</b> jak najszybciej.,I am trying to pay off my <b>debt</b> as soon as possible.,
4007,dłużnik,NOUN,dłużnik,dłużnik,debtor,<b>Dłużnik</b> nie wywiązał się ze swoich zobowiązań.,The <b>debtor</b> failed to meet their obligations.,
4008,odsetki za zwłokę,NOUN,odsetki za zwłokę,odsetki za zwłokę,"default interest, late payment interest",Bank naliczył nam <b>odsetki za zwłokę</b> w spłacie raty.,The bank charged us <b>default interest</b> for the late installment.,
4009,depozyt bankowy,NOUN,depozyt bankowy,depozyt bankowy,"bank deposit, deposit account",Mój <b>depozyt bankowy</b> jest chroniony przez fundusz gwarancyjny.,My <b>bank deposit</b> is protected by the guarantee fund.,
4010,doradca finansowy,NOUN,doradca finansowy,doradca finansowy,"financial adviser, financial consultant",Niezależny <b>doradca finansowy</b> pomógł nam zaplanować emeryturę.,An independent <b>financial adviser</b> helped us plan our retirement.,
4011,stopa procentowa,NOUN,stopa procentowa,stopa procentowa,interest rate,Wysoka <b>stopa procentowa</b> zniechęca do brania kredytów.,A high <b>interest rate</b> discourages taking out loans.,
4012,bank inwestycyjny,NOUN,bank inwestycyjny,bank inwestycyjny,investment bank,Ten <b>bank inwestycyjny</b> zajmuje się fuzjami i przejęciami.,This <b>investment bank</b> deals with mergers and acquisitions.,
4013,kredyt inwestycyjny,NOUN,kredyt inwestycyjny,kredyt inwestycyjny,"investment loan, investment credit",Firma zaciągnęła <b>kredyt inwestycyjny</b> na rozwój nowej linii produkcyjnej.,The company took out an <b>investment loan</b> to develop a new production line.,
4014,akredytywa,NOUN,akredytywa,akredytywa,letter of credit,<b>Akredytywa</b> jest bezpieczną formą płatności w handlu zagranicznym.,A <b>letter of credit</b> is a secure form of payment in foreign trade.,
4015,linia kredytowa,NOUN,linia kredytowa,linia kredytowa,"line of credit, credit line",Otwarta <b>linia kredytowa</b> pozwala firmie zachować płynność.,An open <b>line of credit</b> allows the company to maintain liquidity.,
4016,płynność finansowa,NOUN,płynność finansowa,płynność finansowa,"liquidity, financial liquidity",Utrata <b>płynności finansowej</b> często prowadzi do bankructwa.,The loss of <b>liquidity</b> often leads to bankruptcy.,
4017,pożyczka,NOUN,pożyczka,pożyczka,loan,"To jest <b>pożyczka</b> nieoprocentowana, którą otrzymałem od rodziny.",This is an interest-free <b>loan</b> I received from my family.,
4018,kredyt hipoteczny,NOUN,kredyt hipoteczny,kredyt hipoteczny,"mortgage loan, mortgage","Wzięliśmy <b>kredyt hipoteczny</b> na trzydzieści lat, aby kupić dom.",We took out a <b>mortgage loan</b> for thirty years to buy a house.,
4019,bezgotówkowy,ADJ,bezgotówkowy,bezgotówkowy,"non-cash, cashless",Coraz więcej sklepów preferuje obrót <b>bezgotówkowy</b>.,More and more shops prefer <b>cashless</b> transactions.,
4020,bankowość internetowa,NOUN,bankowość internetowa,bankowość internetowa,"online banking, internet banking",<b>Bankowość internetowa</b> pozwala płacić rachunki bez wychodzenia z domu.,<b>Online banking</b> allows you to pay bills without leaving home.,
4021,debet,NOUN,debet,debet,"overdraft, debit","Muszę uważać, żeby nie przekroczyć dopuszczalnego <b>debetu</b>.",I have to be careful not to exceed the allowed <b>overdraft</b>.,
4022,konto oszczędnościowe,NOUN,konto oszczędnościowe,konto oszczędnościowe,savings account,Pieniądze na <b>koncie oszczędnościowym</b> są oprocentowane nieco wyżej.,The money in the <b>savings account</b> earns slightly higher interest.,
4023,warunki płatności,NOUN,warunki płatności,warunki płatności,"terms of payment, payment terms",Czy możemy negocjować <b>warunki płatności</b> w tym kontrakcie?,Can we negotiate the <b>terms of payment</b> in this contract?,
4024,czek podróżniczy,NOUN,czek podróżniczy,czek podróżniczy,"traveler's check, traveler's cheque",Dziś <b>czek podróżniczy</b> jest rzadziej używany niż karty płatnicze.,"Today, the <b>traveler's check</b> is used less frequently than payment cards.",
4025,Tkwi w długach po uszy.,PHRASE,Tkwi w długach po uszy.,Tkwi w długach po uszy.,"be up to one's neck in debt, be deep in debt",Mój sąsiad stracił firmę i teraz <b>tkwi w długach po uszy</b>.,My neighbor lost his company and now <b>he's up to his neck in debt</b>.,
4026,Żyjemy na kredyt.,PHRASE,Żyjemy na kredyt.,Żyjemy na kredyt.,live on credit,"Wielu ludzi nieświadomie <b>żyje na kredyt</b>, kupując zbędne rzeczy.",Many people unknowingly <b>live on credit</b> by buying unnecessary things.,
4027,Dług musi zostać spłacony.,PHRASE,Dług musi zostać spłacony.,Dług musi zostać spłacony.,"the debt must be paid, debt must be repaid","Niezależnie od okoliczności, każdy <b>dług musi zostać spłacony</b>.","Regardless of the circumstances, every <b>debt must be paid</b>.",
4028,pożyczka hipoteczna,NOUN,pożyczka hipoteczna,pożyczka hipoteczna,"mortgage loan, mortgage",Nie byli w stanie spłacać <b>pożyczek hipotecznych</b>.,They could not pay their <b>mortgage loans</b>.,
4029,padać,VERB,padać,padać,"to fail, to go bankrupt, to collapse","Kiedy banki <b>padały</b>, ludzie tracili wszystko.","When banks <b>failed</b>, people lost everything.",
4030,upadek,NOUN,upadek,upadek,"collapse, failure, fall",To był największy <b>upadek</b> banku w historii Ameryki.,It was the biggest bank <b>collapse</b> in American history.,
4031,bilans handlowy,NOUN,bilans handlowy,bilans handlowy,"balance of trade, trade balance",Kraj odnotował ujemny <b>bilans handlowy</b> w tym roku.,The country recorded a negative <b>balance of trade</b> this year.,
4032,kupić,VERB,kupić,kupić,"to buy, to purchase",Musimy <b>kupić</b> nowe materiały do produkcji.,We need to <b>buy</b> new materials for production.,
4033,siła nabywcza,NOUN,siła nabywcza,siła nabywcza,"purchasing power, buying power",<b>Siła nabywcza</b> konsumentów znacząco spadła z powodu inflacji.,The <b>purchasing power</b> of consumers has significantly decreased due to inflation.,
4034,izba handlowa,NOUN,izba handlowa,izba handlowa,chamber of commerce,Lokalna <b>izba handlowa</b> wspiera rozwój małego biznesu.,The local <b>chamber of commerce</b> supports the development of small business.,
4035,handel,NOUN,handel,handel,"trade, commerce",Międzynarodowy <b>handel</b> jest podstawą nowoczesnej gospodarki.,International <b>trade</b> is the foundation of a modern economy.,
4036,konkurencja,NOUN,konkurencja,konkurencja,competition,Na tym rynku istnieje bardzo silna <b>konkurencja</b>.,There is very strong <b>competition</b> in this market.,
4037,dostawa,NOUN,dostawa,dostawa,"delivery, supply",<b>Dostawa</b> została opóźniona z powodu złych warunków pogodowych.,The <b>delivery</b> was delayed due to bad weather conditions.,
4038,dystrybuować,VERB,dystrybuować,dystrybuować,to distribute,Firma planuje <b>dystrybuować</b> swoje produkty na całym świecie.,The company plans to <b>distribute</b> its products worldwide.,
4039,dystrybucja,NOUN,dystrybucja,dystrybucja,distribution,Efektywna <b>dystrybucja</b> towarów jest kluczowa dla sukcesu firmy.,Effective <b>distribution</b> of goods is crucial to the company's success.,
4040,dystrybutor,NOUN,dystrybutor,dystrybutor,distributor,Jesteśmy jedynym oficjalnym <b>dystrybutorem</b> tej marki w Polsce.,We are the only official <b>distributor</b> of this brand in Poland.,
4041,zrealizować zamówienie,PHRASE,zrealizować zamówienie,zrealizować zamówienie,"to fulfill an order, to execute an order",Czy możecie <b>zrealizować zamówienie</b> w ciągu trzech dni?,Can you <b>fulfill the order</b> within three days?,
4042,eksport,NOUN,eksport,eksport,export,<b>Eksport</b> towarów rolnych jest ważnym elementem PKB.,The <b>export</b> of agricultural goods is an important part of GDP.,
4043,cena brutto,NOUN,cena brutto,cena brutto,gross price,Podana na metce kwota to <b>cena brutto</b> zawierająca podatek.,The amount shown on the tag is the <b>gross price</b> including tax.,
4044,gwarancja,NOUN,gwarancja,gwarancja,"guarantee, warranty",Ten produkt posiada dwuletnią <b>gwarancję</b> producenta.,This product has a two-year manufacturer's <b>warranty</b>.,
4045,import,NOUN,import,import,import,<b>Import</b> surowców energetycznych jest niezbędny dla kraju.,The <b>import</b> of energy resources is essential for the country.,
4046,cena katalogowa,NOUN,cena katalogowa,cena katalogowa,"list price, catalog price",Zawsze można wynegocjować rabat od <b>ceny katalogowej</b>.,One can always negotiate a discount from the <b>list price</b>.,
4047,stracić,VERB,stracić,stracić,"to lose, to forfeit","Kiedy banki padały, ludzie <b>tracili</b> oszczędności całego życia.","When banks failed, people <b>lost</b> their life savings.",
4048,strata,NOUN,strata,strata,"loss, deficit",Firma poniosła dużą **stratę** w zeszłym roku.,The company suffered a large **loss** last year.,
4049,osiągnąć zysk,PHRASE,osiągnąć zysk,osiągnąć zysk,"make a profit, turn a profit",Naszym głównym celem jest **osiągnąć zysk** w tym kwartale.,Our main goal is to **make a profit** this quarter.,
4050,udział w rynku,NOUN,udział w rynku,udział w rynku,market share,Firma ma największy **udział w rynku** smartfonów.,The company has the largest **market share** in the smartphone market.,
